"Country Name","Country Code","Year","average_value_Adjusted net enrollment rate, primary, female (% of primary school age children)","average_value_Adjusted net enrollment rate, primary, male (% of primary school age children)","average_value_Adolescent fertility rate (births per 1,000 women ages 15-19)","average_value_Births attended by skilled health staff (% of total)","average_value_Children out of school, primary, female","average_value_Children out of school, primary, male","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","average_value_Fertility rate, total (births per woman)","average_value_Life expectancy at birth, female (years)","average_value_Life expectancy at birth, male (years)","average_value_Mortality rate, adult, female (per 1,000 female adults)","average_value_Mortality rate, adult, male (per 1,000 male adults)","average_value_Persistence to last grade of primary, female (% of cohort)","average_value_Persistence to last grade of primary, male (% of cohort)","average_value_Primary education, teachers (% female)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Repeaters, primary, female (% of female enrollment)","average_value_Repeaters, primary, male (% of male enrollment)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, general pupils (% female)","average_value_Secondary education, pupils (% female)","average_value_Secondary education, teachers (% female)","average_value_Secondary education, vocational pupils (% female)","average_value_Survival to age 65, female (% of cohort)","average_value_Survival to age 65, male (% of cohort)","average_value_Trained teachers in primary education, female (% of female teachers)","average_value_Trained teachers in primary education, male (% of male teachers)"
"Heavily indebted poor countries (HIPC)","HPC","2005","64.7678","71.64874","125.803199291885","","15400000","12500000","","","","","","","","","","","","","","","","","","","5.74340413288782","56.7366465045632","53.7656571887688","313.683133307459","362.269395547686","57.88715","58.59725","39.38569","71.9762","74.38158","12.10267","12.28188","23.00137","18.79549","32.53243","24.62631","3.78014993667603","5.82664012908936","41.03521","41.14834","23.14411","42.06158","53.0470430242005","46.7009123009412","80.5373001098633","73.3793106079102"
"Hungary","HUN","2010","97.71535","96.85369","20.0066","99.1","2814","3722","","","","","","","97.3893280029297","98.5293731689453","97.9304733276367","20.3139991760254","17.5320205688477","18.9934902191162","20.3139991760254","17.5320205688477","18.9934902191162","71.7456588745117","80.0576934814453","75.6911087036133","1.25","78.1","70.5","94.911","218.943","98.619270324707","98.3475875854492","95.8936614990234","99.81112","99.55811","1.53492","2.07902","96.4304885864258","89.04917","97.700813293457","89.13358","73.7780075073242","54.1363296508789","50.29828","48.42626","70.9675598144531","38.00354","85.1270752","68.4007636","",""
"Hungary","HUN","2016","97.01774","96.72787","23.2462","99.7","4349","4297","0.594169974327087","0.844910025596619","0.710449993610382","21.2356300354004","19.4499492645264","20.4075393676758","96.2648773193359","98.2306823730469","97.1764984130859","28.8921794891357","28.0668792724609","28.5094604492188","22.4317493438721","20.1989002227783","21.3962898254395","71.9458236694336","80.8170776367188","76.0597763061523","1.53","79.7","72.6","79.709","172.279","97.8752288818359","96.9035568237305","96.6013336181641","98.97728","100","1.39517","1.97213","102.269309997559","89.18509","103.134201049805","89.13269","53.473201751709","42.8547401428223","49.77904","48.37934","70.2852325439453","37.72586","86.9011388","72.6066244","",""
"IDA only","IDX","1971","","","150.367071374291","","19300000","13400000","","","","","","","","","","","","","","","","","","","6.79343947186107","46.2786458209942","44.1960973856724","353.345657169249","397.167158140802","40.40739","44.12196","26.52027","65.99713","65.23673","16.16048","16.41396","11.35504","","22.41947","","1.36501002311707","2.95238995552063","33.45315","33.36077","","31.49289","40.0436874852858","35.9157443826448","",""
"Israel","ISR","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jordan","JOR","1967","","","111.29","","","","","","","","","","","","","","","","","","","","","","8.033","58.885","57.243","258.124","310.615","","","","","","","","","","","","","","","","","","57.450397","51.838553","",""
"Jordan","JOR","1986","","","59.236","","","","","","","","","","","","","","","","","","","","","","6.375","70.153","67.329","144.55","186.836","","","65.922607421875","94.72758","96.70142","","","78.2372817993164","","72.7633666992188","","18.5186290740967","18.6563396453857","48.45466","47.61237","45.3217887878418","39.26727","75.3283028","68.9782914","",""
"Japan","JPN","1998","","","4.6142","","","","","","","","","","","","","","","","","","","","","","1.384","84.01","77.16","49.109","100.596","99.9914398193359","99.9592590332031","70.3694229125977","","","","","","","","","","","","","","","92.3231196","84.3480738","",""
"Japan","JPN","2003","","","5.55","99.8","","","","","","","","","","","","","","","","","","","","","1.29","85.33","78.36","44.945","95.667","99.9695510864258","99.9628295898438","65.0031661987305","","","","","","","","","","","","","","","93.0223108","85.5644128","",""
"Latin America & Caribbean (excluding high income)","LAC","2018","95.54896","94.76119","61.7822895420716","93.3645452058268","679703","888959","","","","","","","","","","","","","","","","","","","2.03327997782894","78.5857833429612","72.2775429396457","93.9315343901337","178.472082943439","86.68088","83.36587","77.28233","","","3.98299","4.87144","99.7723","78.86107","95.45882","75.79267","58.4650917053223","44.8068695068359","49.86319","50.1499","57.28585","52.19136","84.659609997128","74.1904127199373","91.4990615844727","88.4763031005859"
"Sri Lanka","LKA","1977","","","40.81","","","","","","","","","","","","","","","","","","","","","","3.633","68.804","65.248","155.204","227.698","","","","","","","","","","","","0.811699986457825","1.43420004844666","48.19474","","","","73.625205","64.907419","",""
"Late-demographic dividend","LTE","1992","","","30.6401326779925","","6499850","3139503","","","","","","","","","","","","","","","","","","","2.14813143199335","71.9318119690955","66.6079675031565","114.950927578295","194.100899204184","","","57.17338","","","","","55.70915","","60.28385","","8.16180992126465","8.87524032592773","47.22842","46.85154","53.83525","44.42719","78.5277260217574","67.6864691186422","",""
"St. Martin (French part)","MAF","2008","","","","","","","","","","","","","","","","","","","","","","","","","1.82","81.5","75.1","","","","","","","","","","","","","","","","","","","","","","",""
"Monaco","MCO","2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.876708984375","","","0.3988","0.4008","","","","","","","49.28453","48.14703","","37.26115","","","",""
"Moldova","MDA","1967","","","26.158","","","","","","","","","","","","","","","","","","","","","","2.722","67.815","60.843","178.635","321.772","","","","","","","","","","","","","","","","","","69.956808","54.049075","",""
"Middle East & North Africa","MEA","1972","","","122.676122639367","","5614418","2670660","","","","","","","","","","","","","","","","","","","6.61154221894735","54.9542789639995","53.0617215225273","248.620462857765","301.762915024851","74.79031","80.00321","41.81746","","","10.47018","13.18747","19.72033","19.59582","37.46567","28.59168","3.8698399066925","8.1342601776123","33.5062","33.30979","32.36998","31.68201","54.1211225250216","48.6069004247133","",""
"Mexico","MEX","1993","","","84.4","","","","","","","","","","","","","","","","","","","","","","3.182","74.758","69.171","109.401","194.468","80.7669372558594","81.3124237060547","","80.98839","87.01699","7.40555","9.90815","54.6007308959961","","56.3584289550781","","12.6970996856689","16.0803604125977","48.31613","49.35781","","57.00938","80.2799618","69.7917508","",""
"Northern Mariana Islands","MNP","2000","","","","99.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mozambique","MOZ","1971","","","149.3162","","","","","","","","","","","","","","","","","","","","","","6.706","42.768","40.364","424.298","486.147","","","","","","","","","","","","","","","","","","36.5605948","31.8935088","",""
"Mauritania","MRT","1965","","","135.1612","","","","","","","","","","","","","","","","","","","","","","6.799","49.167","46.623","344.85","393.823","","","","","","","","","","","","","","","","","","43.526962","37.9487282","",""
"Malaysia","MYS","1987","","","19.829","","","","","","","","","","","","","","","","","","","","","","3.703","72.183","68.195","136.411","201.616","96.3651504516602","96.4963836669922","53.3403015136719","","","0","0","68.9300003051758","","67.2360534667969","","","","49.8022","49.53631","49.3135604858398","41.53052","79.210245","68.971813","",""
"Nepal","NPL","1966","","","126.2998","","","","","","","","","","","","","","","","","","","","","","5.963","38.506","38.402","487.03","523.26","","","","","","","","","","","","","","","","","","28.072387","25.8435652","",""
"New Zealand","NZL","1961","","","58.768","","","","","","","","","","","","","","","","","","","","","","3.975","73.7","68.4","116.908","185.466","","","","","","","","","","","","","","","","","","80.3190134","69.3758696","",""
"New Zealand","NZL","2008","","","28.6666","96.7","","","","","","","","","","","","","","","","","","","","","2.19","82.4","78.4","58.291","87.738","","","83.5195770263672","","","","","119.860969543457","","114.47779083252","","","","","49.82927","61.5451812744141","","90.832053","86.4203376","",""
"Other small states","OSS","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Philippines","PHL","2018","","","54.7592","","263849","236931","","","","","","","","","","","","","","","","","","","2.576","75.387","67.123","130.91","235.071","","","87.3530197143555","","","","","88.6372528076172","","79.7477569580078","","","","","","70.6993789672852","","79.5508162","65.043157","100","100"
"Papua New Guinea","PNG","1991","","","77.3832","","","","","","","","","","","","","","","","","","","","","","4.756","58.38","55.416","264.581","356.214","60.3714294433594","63.5435485839844","33.7705917358398","","","0","0","8.41746997833252","","12.7323503494263","","","","39.89081","38.56742","31.1858997344971","31.05196","56.3308912","46.551376","",""
"Pre-demographic dividend","PRE","1965","","","165.486574907105","","","","","","","","","","","","","","","","","","","","","","6.73471788599749","42.5798886474998","40.1593635599224","415.345072379942","469.630139982693","","","","","","","","","","","","","","","","","","34.8648312187485","30.050093070653","",""
"Pre-demographic dividend","PRE","1999","","","138.651085948609","","21200000","17500000","","","","","","","","","","","","","","","","","","","6.15061316044418","51.9644560321273","48.85779556511","357.240059488037","412.990347351859","62.90148","65.87567","40.57554","53.32316","55.43002","10.40431","10.89643","18.13819","15.18335","25.49969","19.78153","2.74587988853455","4.61218023300171","42.092","41.22966","31.44186","32.84106","46.3372270774308","39.6796674434832","",""
"Post-demographic dividend","PST","2010","","","18.6596285910006","99.2483736439075","679179","717085","","","","","","","","","","","","","","","","","","","1.66128617575144","82.5721626810192","76.9573823031359","61.5356239649948","118.3644932259","95.06875","94.58239","82.8603","97.64826","98.26278","1.16293","1.58326","101.8175","88.99356","102.0836","87.92164","84.8027420043945","68.7909393310547","49.57431","48.56368","59.53304","42.83875","90.2520773292058","82.1818535503678","",""
"South Asia","SAS","1976","","","115.844315694835","","25400000","12900000","","","","","","","","","","","","","","","","","","","5.38308881325486","51.5817142843798","51.8582375327825","294.544037867104","313.847931740741","39.05762","44.52399","24.31518","","","15.01365","15.06652","15.04828","","33.05269","","2.09244990348816","6.53108978271484","29.7055","29.7475","25.76209","33.5561","47.4255422502026","45.7894805250268","",""
"Sudan","SDN","1974","","","142.155","","","","","","","","","","","","","","","","","","","","","","6.93","54.915","51.989","291.491","343.387","","","","","","","","","","","","","","","","","","51.686351","45.9480284","",""
"Sierra Leone","SLE","2019","","","107.6284","86.9","","","","","","","","","","","","","","","","","","","","","4.169","55.495","53.853","349.393","388.526","","","29.9216594696045","","","","","","","","","","","","","","","49.5966488","44.017062","73.4598236083984","59.4577598571777"
"El Salvador","SLV","1995","","","97.5772","","","","","","","","","","","","","","","","","","","","","","3.577","71.781","62.854","143.913","314.944","67.9707717895508","66.9530868530273","","90.59665","92.15292","6.6687","8.04152","","","","","21.6150398254395","22.2471294403076","51.27701","","","","76.333982","58.1385822","",""
"Somalia","SOM","2017","","","100.085","","","","","","","","","","","","","","","","","","","","","","6.168","58.42","55.067","272.305","327.57","","","","","","","","","","","","","","","","","","56.432673","49.903804","",""
"Serbia","SRB","1971","","","65.7476","","","","","","","","","","","","","","","","","","","","","","2.3","","","125.678","195.745","","","","","","","","","","","","","","","","","","76.320696","65.9078276","",""
"Serbia","SRB","1978","","","59.2414","","","","","","","","","","","","","","","","","","","","","","","","","115.599","196.47","","","","","","","","","","","","","","","","","","79.0718878","66.9234458","",""
"Sub-Saharan Africa (excluding high income)","SSA","1997","","","131.876528608776","","24200000","20200000","","","","","","","","","","","","","","","","","","","5.90833316651728","51.8177682830104","48.3775275667376","365.290022483956","429.284948707959","61.54429","63.0837","42.35583","61.3461","59.6134","9.97728","11.16596","21.92339","","26.90273","","3.1651599407196","4.83063983917236","45.55053","44.69371","32.24517","34.71616","45.7125649453959","38.1674088965876","",""
"Slovenia","SVN","1983","","","44.2424","","","","","","","","","","","","","","","","","","","","","","1.81","75.1","66.2","108.399","256.983","","","","","","","","","","","","18.9385395050049","16.8764896392822","","","","47.96832","83.4905546","64.4458454","",""
"Turks and Caicos Islands","TCA","2000","","","","","126","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.99585","8.72038","74.5762710571289","","65.2777786254883","","","","52.52525","52.52525","62.307689666748","","","","",""
"Turkmenistan","TKM","1976","","","25.8","","","","","","","","","","","","","","","","","","","","","","5.796","63.465","56.302","190.164","308.486","","","","","","","","","","","","","","","","","","65.0021386","50.520951","",""
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1990","","","87.804060551644","73.9490944119305","2510266","2466183","","","","","","","","","","","","","","","","","","","3.31047149016017","71.2708559330955","65.0575195534493","143.089692023884","249.720008660069","69.46866","64.7035","79.15511","87.0914","89.27361","11.18334","14.11693","78.81422","","74.27827","","15.8373699188232","16.9680404663086","50.59874","51.18528","60.56989","54.25787","75.6111116493748","63.4989104889173","",""
"Middle East & North Africa (IDA & IBRD countries)","TMN","2016","","","43.9403802446553","","1523156","1040387","","","","","","","","","","","","","","","","","","","2.93125667612697","75.1485768607974","71.3481058209957","93.2059566612626","147.860907588913","83.05606","83.8327","62.48358","90.00013","91.98925","4.69321","7.79876","74.31677","66.66874","78.60365","71.82158","38.2810096740723","38.402660369873","48.68572","47.4355","46.58413","38.57665","83.967325041276","76.6567253254961","85.6587066650391","84.1614227294922"
"Turkey","TUR","1982","","","85.739","","","","","","","","","","","","","","","","","","","","","","4.155","63.518","56.545","158.333","252.226","","","41.5305786132813","","","","","26.3992500305176","","50.258430480957","","2.98379993438721","8.67971038818359","35.84584","34.32304","35.2028198242188","29.2146","67.54031","55.008874","",""
