"Country Name","Country Code","Year","average_value_Grants, excluding technical cooperation (BoP, current US$)","average_value_Incidence of tuberculosis (per 100,000 people)","average_value_Maternal mortality ratio (modeled estimate, per 100,000 live births)","average_value_Mortality rate, under-5 (per 1,000 live births)","average_value_Net ODA received (% of GNI)","average_value_Net ODA received (% of gross capital formation)","average_value_Net ODA received (% of imports of goods, services and primary income)","average_value_Net ODA received per capita (current US$)","average_value_Net bilateral aid flows from DAC donors, Belgium (current US$)","average_value_Net bilateral aid flows from DAC donors, European Union institutions (current US$)","average_value_Net bilateral aid flows from DAC donors, Japan (current US$)","average_value_Net bilateral aid flows from DAC donors, Luxembourg (current US$)","average_value_Net bilateral aid flows from DAC donors, Netherlands (current US$)","average_value_Net bilateral aid flows from DAC donors, New Zealand (current US$)","average_value_Net bilateral aid flows from DAC donors, Norway (current US$)","average_value_Net bilateral aid flows from DAC donors, Poland (current US$)","average_value_Net bilateral aid flows from DAC donors, Portugal (current US$)","average_value_Net bilateral aid flows from DAC donors, Slovak Republic (current US$)","average_value_Net bilateral aid flows from DAC donors, Slovenia (current US$)","average_value_Net bilateral aid flows from DAC donors, Sweden (current US$)","average_value_Net bilateral aid flows from DAC donors, Switzerland (current US$)","average_value_Net bilateral aid flows from DAC donors, Total (current US$)","average_value_Net bilateral aid flows from DAC donors, United Kingdom (current US$)","average_value_Net bilateral aid flows from DAC donors, United States (current US$)","average_value_Net migration","average_value_Net official aid received (constant 2018 US$)","average_value_Net official aid received (current US$)","average_value_Net official development assistance and official aid received (constant 2018 US$)","average_value_Net official development assistance and official aid received (current US$)","average_value_Net official development assistance received (constant 2018 US$)","average_value_Net official development assistance received (current US$)","average_value_Net official flows from UN agencies, FAO (current US$)","average_value_Net official flows from UN agencies, IAEA (current US$)","average_value_Net official flows from UN agencies, IFAD (current US$)","average_value_Net official flows from UN agencies, ILO (current US$)","average_value_Net official flows from UN agencies, UNAIDS (current US$)","average_value_Net official flows from UN agencies, UNDP (current US$)","average_value_Net official flows from UN agencies, UNFPA (current US$)","average_value_Net official flows from UN agencies, UNHCR (current US$)","average_value_Net official flows from UN agencies, UNICEF (current US$)","average_value_Net official flows from UN agencies, UNPBF (current US$)","average_value_Net official flows from UN agencies, UNTA (current US$)","average_value_Net official flows from UN agencies, WFP (current US$)","average_value_Net official flows from UN agencies, WHO (current US$)","average_value_Pregnant women receiving prenatal care (%)","average_value_Prevalence of HIV, total (% of population ages 15-49)","average_value_Primary completion rate, total (% of relevant age group)","average_value_School enrollment, primary and secondary (gross), gender parity index (GPI)","average_value_Technical cooperation grants (BoP, current US$)","average_value_Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
"World","WLD","1969","","","","","0.216688397940371","","","1.6503289310603","84330001.8310547","129770004.272461","341679992.675781","","87389999.3896484","","13390000.3433228","","","","","54860000.6103516","17690000.5340576","5338759974.00284","340209991.455078","2740000000","","","","37028648437.5","5952000000","37028648437.5","5952000000","","","","","","168139999.389648","","7690000.05722046","","","38430000.3051758","64800003.0517578","","","","","","",""
"Zambia","ZMB","1966","19900000","","","188.8","2.4707376510085","","","7.92785799657345","","","","","","","79999.9982118607","","","","","","29999.9993294477","28489999.95552","26750000","899999.976158142","","","","228729995.727539","29190000.5340576","228729995.727539","29190000.5340576","","","","","","","","","","","","","","","","","","8460000",""
"Zimbabwe","ZWE","1977","0","","","112.4","0.155965739787705","0.891941020596566","0.667264409046846","0.996599800712883","","","","","","29999.9993294477","","","","","","","9999.99977648258","6689999.72939491","4469999.79019165","","-152283","","","25569999.6948242","6690000.05722046","25569999.6948242","6690000.05722046","","","","","","","","","","","","","","","","","0.862999975681305","6690000",""
"Aruba","ABW","2011","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00871002674103","",""
"United Arab Emirates","ARE","1991","3770000","","","15.7","","","","-3.95424425533067","9999.99977648258","","4639999.8664856","","","","","","","","","","","-7830000.63896179","","","","","","-12869999.8855591","-7659999.84741211","-12869999.8855591","-7659999.84741211","","","","","","-79999.9982118607","","39999.9991059303","","","170000.001788139","","","","0.1","97.5119323730469","1.03668999671936","3530000","1.6599999666214"
"Bahrain","BHR","2007","","33","16","9.8","","","","","","","","","","","","","","","","","","","","","272000","","","","","","","","","","","","","","","","","","","","100","","","","","2.06000000238419"
"Bahrain","BHR","1980","169690000","","","32.3","7.21018493330095","14.5715353740887","5.18456905143639","573.85862838339","","","29999.9993294477","","19999.9995529652","","","","","","","","","429999.992251397","9999.99977648258","","","","","477549987.792969","206529998.779297","477549987.792969","206529998.779297","","","","","","2049999.95231628","129999.995231628","","","","","","","","","","0.849319994449615","2610000",""
"Belarus","BLR","2017","54970000","37","2","3.6","-0.47520512275473","-1.63082791570581","-0.634606160042781","-26.338497031557","0","39419998.1689453","230000.004172325","","","","70000.0002980232","33009998.3215332","0","119999.997317791","19999.9995529652","8250000","170000.001788139","107069996.891543","910000.026226044","4800000.19073486","43648","","","-259489990.234375","-250169998.168945","-259489990.234375","-250169998.168945","","406594.514846802","","34669.9990332127","3100.00008903444","423511.028289795","295281.976461411","","866999.983787537","","","","301930.874586105","","0.4","101.681007385254","0.988579988479614","74820000","3.48000004701317"
"Belize","BLZ","1985","1840000","","","51.7","10.8166101784178","47.6063011434721","14.1941749548063","132.975177392254","","-250000","9999.99977648258","","50000.0007450581","","","","","","","","","20000000.0949949","5440000.05722046","12000000","","","","48490001.6784668","21930000.3051758","48490001.6784668","21930000.3051758","","","","","","270000.010728836","39999.9991059303","","490000.009536743","","250000","","","","","","","6800000",""
"Belize","BLZ","1988","6170000","","","43.5","7.96767418309641","32.4730955416458","10.8597482539652","139.70272104077","19999.9995529652","3809999.94277954","50000.0007450581","","250000","","","","","","","","","20390000.0080466","4880000.11444092","10000000","","","","44020000.4577637","25010000.2288818","44020000.4577637","25010000.2288818","","","430000.007152557","","","340000.003576279","","","70000.0002980232","","280000.001192093","","","","","","","12840000",""
"Brunei Darussalam","BRN","1979","0","","","22.6","","","","0.479754384828454","","","19999.9995529652","","","","","","","","","","","59999.9986588955","29999.9993294477","","","","","230000.004172325","90000.0035762787","230000.004172325","90000.0035762787","","","","","","29999.9993294477","","","","","","","","","","100.548011779785","1.00171995162964","90000",""
"Central African Republic","CAF","2017","436290000","540","829","117.5","23.5075827558903","96.5003113077388","","111.39631176483","5570000.17166138","94120002.746582","10899999.6185303","2460000.03814697","6139999.8664856","","9550000.19073486","0","9999.99977648258","","","13600000.3814697","10289999.961853","342690002.571791","17579999.9237061","61459999.0844727","-200000","","","535219970.703125","511980010.986328","535219970.703125","511980010.986328","","205805.435776711","1170910.59684753","453409.999608994","696600.019931793","4512260.43701172","1435872.55477905","","8774999.61853027","5960480.69000244","","7389929.77142334","3084415.91262817","","3.5","","","14840000","92.5300025939941"
"Congo, Dem. Rep.","COD","1983","77160000","","","202.2","","","","10.9245718589696","89959999.0844727","50659999.8474121","3019999.98092651","","1889999.98569489","","540000.021457672","","","","","1120000.00476837","889999.985694885","244119999.049231","3339999.91416931","23000000","","","","852640014.648438","310299987.792969","852640014.648438","310299987.792969","","","1080000.04291534","","","5289999.96185303","449999.988079071","12670000.0762939","1960000.03814697","","1360000.01430511","769999.980926514","","","","67.0000762939453","0.667949974536896","113850000",""
"Congo, Dem. Rep.","COD","1968","33880000","","","","","","","4.0531095671944","44520000.4577637","3539999.96185303","9999.99977648258","","","","90000.0035762787","","","","","100000.001490116","19999.9995529652","70930000.3331155","129999.995231628","17409999.8474121","","","","552679992.675781","76660003.6621094","552679992.675781","76660003.6621094","","","","","","5730000.01907349","","","","","","","","","","","","28630000",""
"Colombia","COL","1962","21130000","","","126.4","0.992873051995177","5.45380951108284","","2.86609921210454","","","19999.9995529652","","","","","","","","","","","43949999.9918044","","43000000","-306563","","","326769989.013672","48990001.6784668","326769989.013672","48990001.6784668","","","","","","","","","","","","","","","","","","1840000",""
"Cuba","CUB","1988","22120000","","","14.9","0.226950649266522","0.928637349995318","","5.89178998581616","9999.99977648258","","479999.989271164","","79999.9982118607","","","","","","","620000.004768372","9999.99977648258","3810000.02473593","","","","","","100559997.558594","61259998.3215332","100559997.558594","61259998.3215332","","","239999.994635582","","","3160000.08583069","589999.973773956","","100000.001490116","","1340000.0333786","11020000.4577637","","","","94.1444473266602","1.0113799571991","8440000",""
"Djibouti","DJI","1976","12310000","","","173.2","","","","113.17368786417","","","","","","","","","","","","","","28079999.9237061","","","","","","93510002.1362305","28129999.1607666","93510002.1362305","28129999.1607666","","","","","","","","","","","","","","","","19.0667591094971","0.518830001354218","14020000",""
"Dominican Republic","DOM","2011","135590000","55","95","33.7","0.43500101026732","1.67062898433849","1.05116305166213","24.723792989557","800000.011920929","35049999.2370605","-5969999.79019165","","129999.995231628","","289999.99165535","","","","","300000.011920929","9999.99977648258","222939996.080473","150000.005960464","27790000.9155273","","","","225979995.727539","242619995.117188","225979995.727539","242619995.117188","","200000.002980232","-1370000.00476837","","670000.016689301","660000.026226044","769999.980926514","1000000","910000.026226044","","","","","","1.1","93.0707397460938","0.9894899725914","36720000","43.1399997472763"
"Algeria","DZA","1996","90000000","","","42.5","0.691458076246466","2.54590775989965","","10.485739537378","11689999.5803833","22040000.9155273","899999.976158142","","1139999.98569489","","150000.005960464","","79999.9982118607","","","3029999.97138977","600000.023841858","288710000.248626","100000.001490116","","","","","382649993.896484","306880004.882813","382649993.896484","306880004.882813","","","-170000.001788139","","","670000.016689301","1350000.02384186","5199999.80926514","1059999.94277954","","990000.009536743","519999.980926514","","","0.1","83.5574798583984","0.895179986953735","122890000","31.6400003433228"
"East Asia & Pacific","EAS","2011","","147","83","20.7","0.0380479658199756","0.114251751478599","0.109835314963587","3.37577625714472","31109999.5225668","809210000.954568","-197680017.247796","32120001.1055917","57029999.839142","255529997.304082","147009998.271242","4239999.98159707","33839999.7670203","0","49999.9988824129","125179998.97711","138389998.905361","6993669956.60029","169420001.002029","958910003.233701","","","","6851620030.40314","7499870029.44946","6851620030.40314","7499870029.44946","","11519999.8319149","94599998.6045063","","10770000.0107288","52529999.5802343","38800000.1907349","22120000.4555285","62769999.4444847","9999.99977648258","0","28689999.9082088","38990000.2162904","","","95.1906433105469","0.99656","","46.522637905408"
"Spain","ESP","1967","","","","","","","","","","","","","","","","","","","","","","","","","-145936","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fragile and conflict affected situations","FCS","1987","","","","","2.87934057272677","11.2537235653226","","20.5077747002392","182890001.477674","465820003.312081","608300000.224262","","274219999.238849","12019999.6344745","80440001.6311557","","","","","146449997.628108","81179999.2825836","5313780015.86907","174980002.829805","633000000","-5384746","","","15063679905.1762","8344460024.83368","15063679905.1762","8344460024.83368","","","86869999.7663498","","","178379999.07136","13759999.9792874","131630003.031343","93020000.3534555","","43649999.93518","186370002.651587","","","","60.115650177002","0.79973","",""
"Ghana","GHA","2006","5341110000","199","359","80.5","6.08601500501969","26.3478827355039","14.5661826762671","55.2413803673676","18450000.7629395","61880001.0681152","43659999.8474121","50000.0007450581","96959999.0844727","170000.001788139","1019999.98092651","50000.0007450581","","","","759999.990463257","13939999.5803833","656969992.94497","167169998.168945","68419998.1689453","","","","1331239990.23438","1236250000","1331239990.23438","1236250000","","600000.023841858","3569999.9332428","","289999.99165535","6690000.05722046","1230000.01907349","1200000.04768372","4510000.22888184","","1690000.05722046","2430000.0667572","","92.1","2.1","69.4250411987305","0.938839972019196","141450000","78.8199987411499"
"Gibraltar","GIB","1980","10400000","","","","","","","370.82611475756","","","","","","","","","","","","","","11149999.6185303","11149999.6185303","","","","","22540000.9155273","11149999.6185303","22540000.9155273","11149999.6185303","","","","","","","","","","","","","","","","","1.0752500295639","1110000",""
"Croatia","HRV","1972","","","","","","","","","","","","","","","","","","","","","","","","","-18403","","","","","","","","","","","","","","","","","","","","","","","","",""
"Iraq","IRQ","1996","330960000","","","47.7","3.35327572731876","5.77816160718895","","16.8281172969163","189999.997615814","29819999.6948242","19999.9995529652","159999.996423721","19290000.9155273","","3990000.00953674","","","","","34369998.9318848","2269999.98092651","314300002.735108","11500000","108000000","","","","457660003.662109","349739990.234375","457660003.662109","349739990.234375","","","","","","579999.983310699","-29999.9993294477","4019999.98092651","16000000","","709999.978542328","7769999.98092651","","78","","","0.788800001144409","21400000","31.2100005149841"
"Iceland","ISL","1990","","","","6.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","",""
"Israel","ISR","1970","6090000","","","28.6","0.921595328512822","3.03167999267578","2.4162203461137","21.2373906682623","29999.9993294477","","9999.99977648258","","","","9999.99977648258","","","","","","90000.0035762787","62420001.3633817","","29000000","","","","391170013.427734","63159999.8474121","391170013.427734","63159999.8474121","","","","","","610000.014305115","","","","","129999.995231628","","","","","","","1380000",""
"Italy","ITA","2012","","5.9","2","3.8","","","","","","","","","","","","","","","","","","","","","1637369","","","","","","","","","","","","","","","","","","","","","0.3","101.416191101074","0.989939987659454","","18.2900002002716"
"Japan","JPN","2008","","22","6","3.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","","10.8799998760223"
"Kazakhstan","KAZ","1987","","","","55.6","","","","","","","","","","","","","","","","","","","","","-674287","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kenya","KEN","2010","1229150000","531","432","57.9","4.09324788356873","19.5679679593534","11.8009241695175","38.811169710339","7280000.20980835","101639999.389648","36720001.2207031","219999.998807907","17549999.2370605","409999.996423721","13369999.8855591","219999.998807907","","1139999.98569489","119999.997317791","47689998.626709","4570000.17166138","1258450000.41276","105230003.356934","562000000","","","","1686510009.76563","1631260009.76563","1686510009.76563","1631260009.76563","","600000.023841858","10069999.6948242","","819999.992847443","8729999.54223633","4789999.96185303","4579999.92370605","13489999.7711182","79999.9982118607","","4449999.80926514","","85.8","5.7","","","153100000","60.75"
"Lebanon","LBN","2004","144200000","9.9","24","15.2","1.31071674203064","5.46335441803862","1.40244862929028","58.3602564261461","300000.011920929","68510002.1362305","8119999.88555908","629999.995231628","230000.004172325","","6440000.05722046","","","","","649999.976158142","1029999.97138977","198210002.662614","289999.99165535","28829999.9237061","","","","309660003.662109","266670013.427734","309660003.662109","266670013.427734","","","1330000.04291534","","","670000.016689301","219999.998807907","2640000.10490417","600000.023841858","","1200000.04768372","","","95.6","0.1","","","108860000","31.9099993705749"
